,entry_proc_U0,,status1.csv
,load_rows_U0,,status2.csv
load_rows_U0,load_rows_Loop_LOAD_ROW_proc1_U0,,status3.csv
,compute_rows_U0,,status4.csv
,store_rows_U0,,status5.csv
,AESL_inst_activation_accelerator,,module_status1.csv
load_rows_U0.load_rows_Loop_LOAD_ROW_proc1_U0,grp_load_rows_Loop_LOAD_ROW_proc1_Pipeline_LOAD_ROW_LOAD_W_fu_76,,module_status2.csv
compute_rows_U0,grp_compute_rows_Pipeline_UNPK_W_fu_787,,module_status3.csv
compute_rows_U0,grp_compute_rows_Pipeline_convert_loop_fu_859,,module_status4.csv
compute_rows_U0,grp_compute_rows_Pipeline_convert_loop1_fu_927,,module_status5.csv
compute_rows_U0,grp_compute_rows_Pipeline_silu_loop2_fu_995,,module_status6.csv
compute_rows_U0,grp_compute_rows_Pipeline_smx_0_fu_1063,,module_status7.csv
compute_rows_U0,grp_compute_rows_Pipeline_smx_1_fu_1101,,module_status8.csv
compute_rows_U0,grp_compute_rows_Pipeline_smx_2_fu_1139,,module_status9.csv
compute_rows_U0,grp_float_rmsnorm_fu_1209,,module_status10.csv
compute_rows_U0.grp_float_rmsnorm_fu_1209,grp_float_rmsnorm_Pipeline_rms_loop_0_fu_164,,module_status11.csv
compute_rows_U0.grp_float_rmsnorm_fu_1209,grp_float_rmsnorm_Pipeline_rms_loop_1_fu_233,,module_status12.csv
compute_rows_U0,grp_float_layernorm_fu_1277,,module_status13.csv
compute_rows_U0.grp_float_layernorm_fu_1277,grp_float_layernorm_Pipeline_layer_loop_0_fu_160,,module_status14.csv
compute_rows_U0.grp_float_layernorm_fu_1277,grp_float_layernorm_Pipeline_layer_loop_1_fu_229,,module_status15.csv
compute_rows_U0.grp_float_layernorm_fu_1277,grp_float_layernorm_Pipeline_ln_2_fu_299,,module_status16.csv
compute_rows_U0,grp_compute_rows_Pipeline_silu_loop_fu_1345,,module_status17.csv
compute_rows_U0,grp_compute_rows_Pipeline_add_loop_fu_1413,,module_status18.csv
compute_rows_U0,grp_compute_rows_Pipeline_add_loop3_fu_1513,,module_status19.csv
compute_rows_U0,grp_compute_rows_Pipeline_add_loop4_fu_1613,,module_status20.csv
compute_rows_U0,grp_compute_rows_Pipeline_PK_W_fu_1713,,module_status21.csv
store_rows_U0,grp_store_rows_Pipeline_STORE_ROW_STORE_W_fu_66,,module_status22.csv
